,data
0,3.3456530317942903
1,-0.5226423163382652
2,-1.0450849718747364
3,-4.890738003669032
4,-2.4999999999999964
5,4.545084971874732
6,4.567727288212993
7,4.567727288213011
8,4.545084971874738
9,-2.5000000000000027
10,-4.890738003669034
11,-1.0450849718747381
12,-0.5226423163382843
13,3.3456530317943054
14,8.0
15,3.3456530317942645
16,-0.5226423163382039
17,-1.0450849718747195
18,-4.890738003669074
19,-2.4999999999999765
20,4.5450849718747
21,4.567727288212927
22,4.567727288213095
23,4.545084971874791
24,-2.5000000000000355
25,-4.890738003668973
26,-1.0450849718747497
27,-0.5226423163383245
28,3.345653031794308
29,8.0
30,3.345653031794274
31,-0.5226423163382976
32,-1.0450849718747444
33,-4.890738003668969
34,-2.500000000000027
35,4.5450849718747826
36,4.567727288213106
37,4.567727288212909
38,4.545084971874676
39,-2.499999999999942
40,-4.890738003669188
41,-1.0450849718746786
42,-0.5226423163380036
43,3.345653031794206
44,8.0
45,3.3456530317944004
46,-0.5226423163385694
47,-1.0450849718748163
48,-4.890738003668828
49,-2.500000000000071
50,4.5450849718748305
51,4.567727288213125
52,4.567727288212898
53,4.5450849718747115
54,-2.4999999999999876
55,-4.890738003669046
56,-1.0450849718747426
57,-0.522642316338338
58,3.345653031794324
59,8.0
