,data
251,(1.3242354866216388e-05-1.3138649136656966e-05j)
252,(1.316718892030444e-05-1.2982160365382356e-05j)
253,(1.309285220796319e-05-1.2827918647317915e-05j)
254,(1.3019336780439872e-05-1.2675896305047729e-05j)
255,(1.2946636860133864e-05-1.252604510959543e-05j)
256,(1.2874731693868213e-05-1.2378314539596147e-05j)
257,(1.2803621024293221e-05-1.2232713483939506e-05j)
258,(1.2733311886448107e-05-1.2089134376225275e-05j)
259,(1.2663737584794887e-05-1.1947619919183694e-05j)
260,(1.2594940684174105e-05-1.1808072748031861e-05j)
261,(1.2526902774201432e-05-1.16704848238669e-05j)
262,(1.24596022543777e-05-1.1534802570878355e-05j)
263,(1.2393035115909612e-05-1.1401023420454237e-05j)
264,(1.232721113764157e-05-1.1269090308019258e-05j)
265,(1.2262086697578667e-05-1.1138966018897634e-05j)
266,(1.219765821769414e-05-1.1010666936428493e-05j)
267,(1.2133962262073084e-05-1.0884083043727344e-05j)
268,(1.2070936045383007e-05-1.0759243297187027e-05j)
269,(1.2008596383505932e-05-1.0636093729310403e-05j)
270,(1.1946926495642884e-05-1.0514611568979149e-05j)
271,(1.1885928060451079e-05-1.0394784036193983e-05j)
272,(1.1825596243575376e-05-1.027656911034569e-05j)
273,(1.1765896518856067e-05-1.0159924448416291e-05j)
274,(1.1706849529780072e-05-1.004484953082141e-05j)
275,(1.1648440548128747e-05-9.931297399567995e-06j)
