,data
122,(1.3553602684623911e-12+2.0961010704922955e-12j)
123,(2.284394895468722e-12-6.536993168992922e-13j)
124,(-5.6772364587232005e-12-9.912071163853398e-13j)
125,(2.8492763703980017e-12-9.734435479913373e-13j)
126,(-2.504663143554353e-13+3.574029960873304e-12j)
127,(-4.156675004196586e-13-1.4139800441625994e-12j)
128,(2.334132886971929e-12-2.4016344468691386e-12j)
129,(2.6716406864579767e-12-3.26139115713886e-12j)
130,(-4.760636329592671e-13+1.3464784842653899e-12j)
131,(-3.161915174132446e-12-1.3855583347321954e-13j)
132,(1.2434497875801753e-13-1.9184653865522705e-12j)
133,(-2.3447910280083306e-13+1.4495071809506044e-12j)
134,(9.841016890277388e-13-2.334132886971929e-12j)
135,(-9.094947017729282e-13-4.902744876744691e-13j)
136,(1.0462741784067475e-12+3.673505943879718e-12j)
137,(-2.948752353404416e-13-5.595524044110789e-13j)
138,(4.227729277772596e-13-1.7763568394002505e-14j)
139,(-8.810729923425242e-13+1.687538997430238e-12j)
140,(8.881784197001252e-14+8.030909270928532e-12j)
141,(-2.8563817977556027e-12+1.9539925233402755e-14j)
142,(1.7763568394002505e-14-2.8670399387920042e-12j)
143,(-4.867217739956686e-13+4.1389114358025836e-13j)
144,(-1.8065549056700547e-12+1.7710277688820497e-12j)
145,(-1.758593271006248e-12-2.049915792667889e-12j)
146,(7.808864666003501e-12-4.666489417104458e-12j)
147,(-2.7533531010703882e-12+2.2293278334473143e-12j)
148,(-6.410871833395504e-12+4.884981308350689e-13j)
149,(7.744915819785092e-13-4.902744876744691e-12j)
150,(1.2736478538499796e-12-2.5561774918969604e-12j)
151,(4.725109192804666e-12-4.931166586175095e-12j)
152,(-2.277289468111121e-12+1.0889067425523535e-12j)
153,(-1.2896350654045818e-12-2.6290081223123707e-12j)
154,(6.128431095930864e-13+1.142197447734361e-12j)
155,(1.879385536085465e-12+2.2524204723595176e-12j)
156,(2.9594104944408173e-12-1.4779288903810084e-12j)
157,(7.620570841027074e-12-7.966960424710123e-12j)
158,(2.1671553440683056e-13-2.190247982980509e-12j)
159,(-2.9558577807620168e-12+3.0340174816956278e-12j)
160,(4.600764214046649e-13+2.7338131758369855e-12j)
161,(-7.673861546209082e-13+6.554756737386924e-13j)
162,(-5.835332217429823e-13+1.2452261444195756e-12j)
163,(-4.881428594671888e-12+3.339550858072471e-12j)
164,(-6.142641950646066e-12+6.199485369506874e-13j)
165,(1.7426060594516457e-12-3.5651481766763027e-12j)
166,(-6.076028569168557e-12+1.5276668818842154e-13j)
167,(-9.769962616701378e-13+7.585043704239069e-13j)
168,(2.021494083237485e-12+3.4923175462608924e-12j)
169,(1.241673430740775e-12-4.130029651605582e-12j)
170,(1.709743457922741e-12-2.6894042548519792e-12j)
171,(3.7054803669889225e-12+8.597567102697212e-13j)
172,(3.5136338283336954e-12-8.08242361927114e-13j)
173,(-3.4638958368304884e-13+3.2791547255328624e-12j)
174,(-9.78239711457718e-12+8.00959298885573e-12j)
175,(-8.256506589532364e-12-1.2041923014294298e-11j)
176,(3.4869884757426917e-12-9.663381206337363e-13j)
177,(-2.247091401841317e-12+6.501466032204917e-13j)
178,(-2.7702284910446906e-12+1.1670664434859646e-12j)
179,(9.174883075502294e-12-2.7628566101611796e-11j)
180,(-1.91491267287347e-12+1.3109513474773848e-12j)
181,(-1.6431300764452317e-12-3.433697770560684e-12j)
182,(-1.035882490896256e-11-3.8546943414985435e-12j)
183,(-4.858335955759685e-12+3.8458125573015423e-13j)
184,(-2.5632829192545614e-12+2.277289468111121e-12j)
185,(2.241762331323116e-12-1.1759482276829658e-12j)
186,(-1.3775647289548942e-12-1.3162804179955856e-12j)
187,(-2.668087972779176e-12-6.823874798556062e-12j)
188,(8.970602038971265e-13-5.400124791776761e-13j)
189,(-6.782130412830156e-12-5.611511255665391e-12j)
190,(4.9960036108132044e-12-2.801314735734195e-12j)
191,(-4.419575816427823e-12+7.167599846980011e-13j)
192,(2.6005864128819667e-12+5.329070518200751e-15j)
193,(1.0979661624332948e-11+8.668621376273222e-13j)
194,(6.643574579356937e-13-9.539036227579345e-13j)
195,(3.3573144264664734e-13+2.5135449277513544e-12j)
196,(2.4877877535800508e-12-3.3928415632544784e-13j)
197,(6.732392421326949e-13+4.476419235288631e-13j)
198,(-3.4638958368304884e-12+5.293543381412746e-13j)
199,(3.867128839374345e-12-1.014299755297543e-12j)
200,(-6.418865439172805e-12+4.860112312599085e-12j)
201,(1.6822099269120372e-12-2.9913849175500218e-12j)
202,(1.6431300764452317e-13-1.0320633236915455e-12j)
203,(-3.5775826745521044e-12-1.014299755297543e-12j)
204,(9.386269539390923e-12-3.2152058793144533e-12j)
205,(-7.549516567451064e-13-4.700240197053063e-12j)
206,(-7.0041750177551876e-12+1.305622276959184e-12j)
207,(-5.593747687271389e-12-3.716138508025324e-12j)
208,(2.9967139880682225e-12+2.0552448631860898e-12j)
209,(1.3375967000683886e-12-1.2851941733060812e-12j)
210,(1.3740120152760937e-12-9.467981954003335e-12j)
211,(5.240252676230739e-13-6.066258606551855e-13j)
212,(-1.2612133559741778e-12-3.0535574069290305e-12j)
213,(-4.2454928461665986e-13-1.1905143537660479e-11j)
214,(-7.442935157087049e-13+1.2931877790833823e-12j)
215,(-2.744471316873387e-12+3.597122599785507e-13j)
216,(-8.348877145181177e-14+5.222489107836736e-13j)
217,(3.197442310920451e-13-5.999645225074346e-12j)
218,(1.4299672557172016e-12-1.056932319443149e-12j)
219,(-8.22986123694136e-12-3.2356339829675562e-12j)
220,(-1.63158375698913e-12-7.194245199571014e-13j)
221,(-7.407408020299044e-13+5.053735208093713e-13j)
222,(1.8829382497642655e-13-2.7604585284279892e-12j)
223,(4.021671884402167e-12-1.5623058402525203e-12j)
224,(-9.778844400898379e-13-4.46931380793103e-12j)
225,(1.2363443602225743e-12+3.4434677331773855e-12j)
226,(-8.741452006688633e-12-4.636291350834654e-13j)
227,(-4.956035581926699e-13-6.075140390748857e-13j)
228,(-8.413714169819286e-12-2.4062529746515793e-11j)
229,(-1.2724044040623994e-11+1.6440182548649318e-12j)
230,(9.07540709249588e-12-1.8829382497642655e-12j)
231,(2.078337502098293e-13-3.5349501104064984e-13j)
232,(3.0375701953744283e-13-5.893951993130031e-12j)
233,(-1.3148593325240654e-11-3.2152058793144533e-13j)
234,(-8.547829111194005e-12-7.711165039836487e-12j)
235,(-1.872280108727864e-12-6.785683126508957e-13j)
236,(-6.3011817985625385e-12-7.247535904753022e-13j)
237,(-1.0054179711005418e-12-7.137401780710206e-12j)
238,(1.6271428648906294e-12+8.526512829121202e-14j)
239,(-2.936317855528614e-12-3.0020430585864233e-12j)
240,(-6.3722360721385485e-12-6.462386181738111e-12j)
241,(6.602718372050731e-12-9.537259870739945e-12j)
242,(-5.226041821515537e-12+2.497557716196752e-12j)
243,(8.402167850363185e-12+7.016609515630989e-13j)
244,(-3.2729374765949615e-13-1.4974688156144111e-12j)
245,(2.1158186314096383e-11+2.8776980798284058e-12j)
246,(4.742872761198669e-12+1.0507150705052481e-11j)
247,(-7.851497230149107e-13-2.4140689447449404e-12j)
248,(4.235278794340047e-12+3.1246116805050406e-12j)
249,(5.043077067057311e-12+2.7555735471196385e-12j)
250,(1.2753353928474098e-11+4.991562718714704e-13j)
251,(-3.2294167340296553e-12+4.920508445138694e-13j)
252,(4.231281991451397e-12+1.879385536085465e-12j)
253,(1.6902035326893383e-12-7.602807272633072e-13j)
254,(-1.9806378759312793e-12+9.910294807013997e-12j)
255,(5.542233338928781e-13-1.6786572132332367e-12j)
256,(-4.947153797729698e-13+3.5704772471945034e-13j)
257,(3.5935698861067067e-12+4.408917675391422e-12j)
258,(5.52979884105298e-12-3.1530333899354446e-12j)
259,(5.572431405198586e-12+1.3535839116229909e-12j)
260,(-1.0895284674461436e-11+1.8474111129762605e-13j)
261,(3.362643496984674e-12-1.2135181748362811e-11j)
262,(-1.5987211554602254e-12+4.973799150320701e-12j)
263,(1.4672707493446069e-12-1.049826892085548e-12j)
264,(8.570921750106208e-13+4.034106382277969e-12j)
265,(-5.46052092431637e-12+1.816324868286756e-12j)
266,(-5.261568958303542e-12-8.917311333789257e-13j)
267,(-2.446043367854145e-12-1.6484591469634324e-12j)
268,(1.2024603535110145e-11+3.964828465541359e-12j)
269,(3.1938895972416503e-12-1.816413686128726e-11j)
270,(-2.4860113967406505e-12+2.7284841053187847e-12j)
271,(5.382361223382759e-13-2.5224267119483557e-13j)
272,(8.279155139234717e-12+5.8335558605904225e-12j)
273,(-2.0232704400768853e-12-1.199040866595169e-12j)
274,(5.0102144655284064e-12+9.592326932761353e-13j)
275,(-6.118661133314163e-12+3.439026841078885e-12j)
276,(1.0547118733938987e-12-8.402167850363185e-13j)
277,(-7.856826300667308e-12+2.4220625505222415e-12j)
278,(-5.617728504603292e-12+1.1901590823981678e-13j)
279,(-3.610445276081009e-12-1.4299672557172016e-12j)
280,(1.2292389328649733e-11+1.2727596754302795e-11j)
281,(-5.0608406354513136e-12+1.710098729290621e-11j)
282,(-7.833733661755105e-12-6.398437335519702e-12j)
283,(-1.4512835377900046e-12-7.785772027091298e-12j)
284,(-3.2294167340296553e-12+3.3786307085392764e-12j)
285,(-4.543920795185841e-12+5.208278253121534e-12j)
286,(-1.851852005074761e-12+2.0408563727869478e-11j)
287,(-1.744382416291046e-12-4.405364961712621e-12j)
288,(-1.7967849430533533e-12-1.0587086762825493e-12j)
289,(9.325873406851315e-14+2.540190280342358e-12j)
290,(-1.0933476346508542e-12-2.1014301410104963e-12j)
291,(1.5987211554602254e-14+7.613465413669473e-12j)
292,(3.4274805216227833e-12+5.695000027117203e-12j)
293,(-3.065458997753012e-11+1.319833131674386e-12j)
294,(3.7569947153315297e-13-7.982947636264726e-12j)
295,(-3.573141782453604e-12-1.5649703755116207e-12j)
296,(-3.354649891207373e-12+1.8243184740640572e-12j)
297,(3.1734614935885475e-12+4.1389114358025836e-13j)
298,(2.8421709430404007e-12+8.970602038971265e-13j)
299,(-9.804601575069682e-12-5.252687174106541e-12j)
300,(-4.221512028834695e-12-5.609734898825991e-12j)
301,(-1.0595968547022494e-12+2.8919089345436078e-12j)
302,(-4.350297899691213e-12+2.7498003873915877e-12j)
303,(-9.175771253921994e-12-5.552891479965183e-12j)
304,(-2.4646951146678475e-12-6.519229600598919e-13j)
305,(4.618527782440651e-12+6.743050562363351e-12j)
306,(5.773159728050814e-14-2.7249313916399842e-12j)
307,(-5.000000413701855e-12-4.369837824924616e-13j)
308,(-2.9523050670832163e-12-1.9699797348948778e-12j)
309,(-4.0385472743764694e-12-2.525979425627156e-12j)
310,(3.955946681344358e-12-1.220357148667972e-12j)
311,(5.969891248014392e-12+2.163780266073445e-11j)
312,(-3.6131098113401094e-12+6.052047751836653e-12j)
313,(-1.3813838961596048e-11+6.8896000016138714e-12j)
314,(-1.8971491044794675e-12-5.7411853049416095e-12j)
315,(-2.886135774815557e-12+9.15001407975069e-12j)
316,(-8.952838470577262e-13+2.682298827494378e-12j)
317,(-4.0532022183015215e-12+7.593925488436071e-13j)
318,(5.305977879288548e-12-4.236611061969597e-12j)
319,(-4.82369699739138e-12-3.007372129104624e-12j)
320,(-1.3749001936957939e-12+8.65085780787922e-13j)
321,(-6.03073146976385e-12+6.204814440025075e-12j)
322,(-3.6566305539054156e-12-3.891997835125949e-12j)
323,(1.1798118038086614e-11+4.995115432393504e-12j)
324,(-2.079225680517993e-12-3.2436275887448573e-12j)
325,(-4.120259688988881e-12-9.131362332936988e-12j)
326,(-3.1787905641067482e-12+7.071676577652397e-12j)
327,(5.874412067896628e-12-5.915268275202834e-13j)
328,(6.403766406037903e-13+1.0413003792564268e-11j)
329,(-9.50706180447014e-12-6.544098596350523e-12j)
330,(-1.2301271112846734e-12-2.1671553440683056e-13j)
331,(-2.7279067893459796e-11-7.8035355954853e-12j)
332,(-5.071498776487715e-13-9.682921131570765e-12j)
333,(-1.234568003383174e-12+1.014299755297543e-12j)
334,(2.6147972675971687e-12+9.279688129026908e-12j)
335,(-2.8994584511110588e-11+2.83648660115432e-11j)
336,(-5.9463545198923384e-12+4.423128530106624e-12j)
337,(-7.980283101005625e-13-4.240163775648398e-12j)
338,(6.52367049269742e-12+3.5420555377640994e-12j)
339,(5.1807447221108305e-12-6.3824501239651e-12j)
340,(1.6864731833265978e-11-1.021405182655144e-12j)
341,(-5.726086271806707e-12+2.8910207561239076e-12j)
342,(4.505729123138735e-12-1.2363443602225743e-12j)
343,(1.0371259406838362e-11-5.39124300757976e-12j)
344,(-4.219735671995295e-12-2.042810365310288e-13j)
345,(-2.283861988416902e-11-5.488942633746774e-13j)
346,(-1.0323297772174556e-11-1.5793588659107627e-11j)
347,(-5.333511410299252e-12-1.7177370637000422e-12j)
348,(-7.921663325305417e-12-4.320099833421409e-12j)
349,(3.5496050543315505e-12-1.1963763313360687e-12j)
350,(-8.248512983755063e-12+1.1691980716932449e-11j)
351,(-1.539213201340317e-12-2.8421709430404007e-13j)
352,(-3.948841253986757e-12-5.851319428984425e-12j)
353,(2.930455877958593e-11-2.3919533020944073e-11j)
354,(-4.487077376325033e-12-6.121325668573263e-12j)
355,(6.235900684714579e-12+7.318590178329032e-13j)
356,(1.8918200339612667e-13+2.476241434123949e-12j)
357,(-3.6983749396313215e-12-7.860379014346108e-13j)
358,(5.613287612504791e-13+4.270361841918202e-12j)
359,(1.0828671292983927e-11-5.881517495254229e-12j)
360,(-2.4300561562995426e-12-2.575717417130363e-13j)
361,(-2.2295054691312544e-11-7.366551812992839e-12j)
362,(1.871747201676044e-11-3.0233593406592263e-12j)
363,(5.023537141823908e-12-8.807177209746442e-12j)
364,(1.3891110484109959e-12-8.208544954868557e-12j)
365,(-4.8263615326504805e-12-4.8832049515112885e-12j)
366,(2.7906565946977935e-12+4.073186232744774e-12j)
367,(3.170796958329447e-12-8.872902412804251e-12j)
368,(2.277289468111121e-12+1.1660006293823244e-11j)
369,(-1.8449242134011e-11+5.5351279115711804e-12j)
370,(-1.1549872169780429e-11-1.4175327578413999e-12j)
371,(-3.858247055177344e-12-7.638334409421077e-14j)
372,(4.307665335545607e-12+2.334132886971929e-12j)
373,(-8.332889933626575e-12-1.8474111129762605e-13j)
374,(3.488764832582092e-12-3.000266701747023e-12j)
375,(1.8758328224066645e-12+3.838351858576061e-11j)
376,(-6.304290423031489e-12-4.835243316847482e-12j)
377,(1.1191048088221578e-12-7.741363106106292e-12j)
378,(-3.645084234449314e-12+1.7710277688820497e-12j)
379,(-6.4144245470743044e-12+1.213251721310371e-12j)
380,(-1.1404210908949608e-12-5.506706202140776e-13j)
381,(4.490630090003833e-12+3.375077994860476e-12j)
382,(-3.3164582191602676e-12-1.2896350654045818e-11j)
383,(7.851497230149107e-13-2.113864638886298e-13j)
384,(-1.1262102361797588e-11+6.572520305780927e-12j)
385,(-1.3727685654885136e-11-1.3606893389805919e-12j)
386,(1.6582291095801338e-11+4.5842440954402264e-11j)
387,(8.473222123939195e-12-9.823253321883385e-12j)
388,(-4.956035581926699e-13+7.853273586988507e-12j)
389,(-1.836042429204099e-11-7.744915819785092e-13j)
390,(-2.5792701308091637e-12-1.113953373987897e-11j)
391,(-5.204725539442734e-13+2.3145929617385264e-12j)
392,(1.4241052781471808e-11+1.2178702490928117e-11j)
393,(3.7552183584921295e-12-3.419486915845482e-12j)
394,(2.3945290195115376e-12+1.8038903704109543e-12j)
395,(2.149391775674303e-13-4.616751425601251e-12j)
396,(3.998579245489964e-12-1.77369230414115e-12j)
397,(-1.0315304166397254e-11+7.58948459633757e-12j)
398,(-7.283063041541027e-12-3.6770586575585185e-13j)
399,(-3.510081114654895e-12+3.1459279625778436e-12j)
400,(-2.0694557179012918e-12-9.841016890277388e-13j)
401,(-6.635580973579636e-12-4.125588759507082e-12j)
402,(-7.283063041541027e-12-1.8705037518884637e-12j)
403,(-6.23856521997368e-12-8.147260643909249e-12j)
404,(-8.15525424968655e-12+7.44471151392645e-12j)
405,(2.8181901257084974e-12-8.034017895397483e-12j)
406,(5.242029033070139e-12-8.768097359279636e-12j)
407,(-3.97193389289896e-12+2.2359891715950653e-12j)
408,(7.901235221652314e-12-1.8491874698156607e-12j)
409,(-6.267875107823784e-12+2.0516921495072893e-13j)
410,(-1.1340262062731199e-11-8.411049634560186e-13j)
411,(2.7551294579097885e-12-7.182698880114913e-12j)
412,(-2.2080115513745113e-12-6.717293388192047e-12j)
413,(8.631317882645817e-12-3.820499472340089e-12j)
414,(-1.4697576489197672e-11+6.3362648461406934e-12j)
415,(-1.779021374659351e-11-2.8137492336099967e-12j)
416,(-6.323830348264892e-13+1.7132961716015416e-12j)
417,(7.394973522423243e-12+1.828759366162558e-12j)
418,(-2.446043367854145e-12-7.1596062412027095e-12j)
419,(4.568789790937444e-12+1.1538325850324327e-11j)
420,(1.6751044995544362e-12-6.048495038157853e-12j)
421,(-3.112443636155149e-11-1.1828316104356418e-11j)
422,(-2.234656903965515e-12+2.851052727237402e-12j)
423,(-2.3714363805993344e-12+3.4487968036955863e-12j)
424,(-3.389288849575678e-12-1.1546319456101628e-13j)
425,(-3.5559999389533914e-11+8.347100788341777e-12j)
426,(-5.085709631202917e-12+2.488675931999751e-12j)
427,(-1.0516032489249483e-12+6.866063273491818e-12j)
428,(7.258194045789423e-12+6.799893981224159e-12j)
429,(6.366462912410498e-12-5.8615334808109765e-12j)
430,(6.536993168992922e-13-6.034284183442651e-12j)
431,(4.000355602329364e-12+5.778044709359165e-12j)
432,(2.5579538487363607e-12-5.9117155615240335e-12j)
433,(-2.8954616482224083e-12+8.969713860551565e-12j)
434,(-5.81756864903582e-12-5.633271626948044e-12j)
435,(-6.133760166449065e-12+1.0830003560613477e-11j)
436,(-2.6698643296185764e-12-2.935429677108914e-12j)
437,(-8.661515948915621e-12-3.4487968036955863e-12j)
438,(3.481659405224491e-13+8.055778266680136e-13j)
439,(-1.262989712813578e-12+4.3520742565306136e-14j)
440,(-1.2789769243681803e-13-6.217693027110727e-12j)
441,(-1.0248246695709895e-11-5.6772364587232005e-12j)
442,(5.236699962551938e-12-4.793498931121576e-12j)
443,(-6.320277634586091e-12+2.1667112548584555e-12j)
444,(3.787192781601334e-12-4.8476778147232835e-12j)
445,(1.482369782479509e-12+9.57367518594765e-11j)
446,(4.696687483374262e-12-1.1553424883459229e-11j)
447,(4.865441383117286e-12-1.376276870246329e-11j)
448,(3.412381488487881e-12-1.141797767445496e-11j)
449,(1.02793329403994e-11-4.480860127387132e-13j)
450,(6.270539643082884e-12-8.839595722065496e-12j)
451,(8.315126365232572e-12-3.6046721163529583e-12j)
452,(-2.5863755581667647e-12-4.063860359337923e-12j)
453,(1.887379141862766e-12+2.6982860390489805e-12j)
454,(1.3251622021925868e-12+5.195843755245733e-12j)
455,(-1.5720758028692217e-12-5.098144129078719e-13j)
456,(-8.745004720367433e-12-7.328360140945733e-12j)
457,(-8.473222123939195e-13+1.0417888773872619e-11j)
458,(7.188916129052814e-12+5.220712750997336e-12j)
459,(1.4850343177386094e-12+4.9533710466675984e-12j)
460,(-7.007727731433988e-12-2.4312996060871228e-11j)
461,(2.4344970483980433e-12-8.913758620110457e-12j)
462,(-1.865707588422083e-11-9.615863660883406e-12j)
463,(6.188827228470473e-12+1.0697664976078158e-11j)
464,(-1.893596390800667e-12-3.062439191126032e-12j)
465,(-3.277378368693462e-12+1.5276668818842154e-12j)
466,(8.79474271187064e-12-4.973799150320701e-13j)
467,(-5.151434834260726e-12-1.8753887331968144e-12j)
468,(-2.0108359422010835e-12+3.4630076584107883e-12j)
469,(5.7549520704469614e-12+1.6147083670148277e-12j)
470,(3.1583624604536453e-12+2.389644038203187e-12j)
471,(5.327294161361351e-12+2.2870150218068375e-11j)
472,(8.402167850363185e-12-1.6542323066914832e-12j)
473,(9.966250047455105e-12-5.929035040708186e-12j)
474,(9.910294807013997e-12+5.093259147770368e-12j)
475,(7.602807272633072e-13-3.9324099532223045e-12j)
476,(3.275602011854062e-12-3.511413382284445e-12j)
477,(-3.8813396940895473e-13+1.461275545011631e-11j)
478,(-5.737632591262809e-13+3.4581226771024376e-12j)
479,(5.1247894816697226e-12+5.684341886080802e-14j)
480,(2.3288038164537284e-12-8.910205906431656e-12j)
481,(2.9531932455029164e-12-4.747313653297169e-12j)
482,(1.2121859072067309e-11-1.2252421299763228e-11j)
483,(5.874412067896628e-12+6.991740519879386e-12j)
484,(2.042810365310288e-12-3.6330938257833623e-12j)
485,(5.623057575121493e-12+3.771205570046732e-12j)
486,(3.884892407768348e-12+1.1808332089913165e-12j)
487,(7.100098287082801e-12+2.0306423209603963e-11j)
488,(7.762679388179095e-12+2.9269919821217627e-12j)
489,(4.295674926879656e-12-8.574474463785009e-12j)
490,(-1.3960388400846568e-11+3.1392666244300926e-12j)
491,(-5.639932965095795e-12-1.8687273950490635e-12j)
492,(3.661071446003916e-12+1.1730172388979554e-11j)
493,(3.212985433265203e-12+1.2289724793390633e-11j)
